available_recall,eval_date,matched_cases_recalled,paper_id,pool_available_cases,raw_recall,selected_candidates,threshold
0.0,2024-12-01,0,30,0,0.0,37,1.8993127948347547e-05
0.0,2024-12-01,0,30,0,0.0,38,1.8860214490836346e-05
0.0,2024-12-01,0,30,0,0.0,39,1.5465121512791303e-05
0.0,2024-12-01,0,30,0,0.0,40,1.5033727131893095e-05
0.0,2024-12-01,0,30,0,0.0,41,1.321338479792996e-05
0.0,2024-12-01,0,30,0,0.0,42,1.155948630083518e-05
0.0,2024-12-01,0,30,0,0.0,43,1.0438344799227644e-05
0.0,2024-12-01,0,30,0,0.0,45,1.0159248597078468e-05
0.0,2024-12-01,0,30,0,0.0,47,7.851726543963518e-06
0.0,2024-12-01,0,30,0,0.0,49,7.300728190001166e-06
0.0,2024-12-01,0,30,0,0.0,52,7.182000587929578e-06
0.0,2024-12-01,0,30,0,0.0,53,5.77974315041759e-06
0.0,2024-12-01,0,30,0,0.0,54,1.0938294916533728e-06
0.0,2024-12-01,0,30,0,0.0,55,8.65198226662445e-07
0.0,2024-12-01,0,30,0,0.0,57,2.0736564462786816e-30
